,sentiment,document
1348,2,It's Presidents Day at the White House Thursday. Barack Obama hosts George W. Bush for unveiling of portrait. George H.W. Bush there too.
1349,3,"Get your sweat suits! It's November and its time to lax! Practice tonight, game at @DrexelClubLax tomorrow. #FallBall"
1350,2,Aged under 26 and keen to become a foreign correspondent? Apply for the Marie Colvin scholarship http://www.thesundaytimes.co.uk/sto/public/MarieColvin/article1096291.ece …
1351,2,Who going to Club Bodi tomorrow
1352,3,Can't wait to see Carrie Underwood on the 27th
1353,2,#TamilNadu Bear with me for the power crisis: Jayalalithaa: Chief Minister Jayalalithaa on Wednesday asked the... http://dlvr.it/2PxNC9 
1354,3,Manuel Charr Looks Confident Ahead of Saturday Clash Vs. Vitali Klitschko: Charr didn't look scared as he stared... http://bit.ly/Q7ymcp 
1355,1,March 3rd 2010 -Do you think Kevin Rudd is superficial? Yes 85.3%(6513 votes) No 14.7%(1122 votes) Rudd being revealed as a failure #auspol
1356,3,Banana walnut Pancakes and a side of @BrooklynCured sausages. Slide up to the counter for a Soda Fountain Sunday brunch. Enjoy!
1357,3,Pastor Winans will always be cool wit me because 'Tomorrow' by the Winans is one of my fav gospel songs! And he sent my Nippy home right!
1358,3,"Big fan of the holidays that just involve partying: St. Patrick's, 4th of July, Halloween, Presidents Day, etc."
1359,1,centre for social justice report on Gangs - one year after the riots. http://www.centreforsocialjustice.org.uk/client/images/Gangs%20Report.pdf … #d policy may have exacerbated problems.
1360,2,Making an effort to use my PS Vita a bit more. Only use it for FIFA at the moment! Gonna give a few demos a try. 1st Silent Hill BOM :-)
1361,3,"@4everAM_ber *as i sat and thought* i lied. Total Praise, Thank You, then the Winans joints"
1362,1,i haven't worn Makeup since Ash Wed. ;o <3 i don't like it anymore .
1363,3,Good Luck to Scouser & Soon to be Klitschko destroyer @DavidPrice_1 tonight in the Echo against @audley_Harrison - '12th Career KO Tonight'
1364,3,The first Coolamon Rodeo is coming up on November 17! A great day of action and a fun day for the family! http://fb.me/1YMDGfNf7 
1365,2,"Perry: Morgan State is beating Howard, 7-0 at the end of the 1st quarter of Howard's Homecoming football game."
1366,2,"Can you GET more Canadian than @BlueRodeo 25th Anniversary Tour across Canada in frigid January and February, including a stop in Iqaluit?"
1367,2,My xbox live ends tomorrow :( MW3 and Gears3 all day! Hit me up!
1368,2,This is the 2nd time I've seen a niqqa wear Galaxy foams
1369,2,Tomorrow haunted house with Sam kaitlyn marisela Yesinea marcos and maybe Walter and Katie xD
1370,2,I challenge Katie to stick pins in my eyes tomorrow. I dare you.
1371,2,"Remember, 1 November is the Solemnity of #AllSaints: a holy day of obligation. Be sure you assist at Mass or it's a mortal sin. #Catholic"
1372,2,Be looking for us this Friday @ Elon University for Campus Fest! Learn more about The Loft and check out how you can win the new Kindle Fire
1373,3,"Shaquille O'Neal All-Star comedy jam @ DAR Constitution Hall Sat. 8pm Nov 3, 2012 Washington DC.. Looks like it will be a great show!!"
1374,3,Support: We're excited that Stan Walker & advocates are running for the kids The Sun-Herald City2Surf soon!... http://fb.me/1Rgy510rH 
1375,3,"Thinking neighbors probably don't have work tomorrow. So, it's cool if I turn up the Judas Priest and just rock out all night, yeah?"
1376,2,"Although i'm not a big fan of SS, all my respects to Mitch Lucker. May you rest in peace."
1377,3,Going to south korea or japan for research in my 7th semester..wow it'll be amazing #faith
1378,2,"Sunday Times launches the Marie Colvin scholarship, seeking future foreign correspondents, under 26. deadline sept 30: http://www.thesundaytimes.co.uk/sto/public/MarieColvin/article1096291.ece …"
1379,2,"Music of the Sun, A Girl Like Me, Good Girl Gone Bad, Rated R, LOUD, Talk That Talk and finally _________?"
1380,2,"The video of Porto ""Oportonity City"" won the 1st prize in category Cultural Tourism in ART&TUR International Tourism Film Festival..."
1381,3,Good luck to Joseph Calleja tonight at the Brits. See he's appearing at the Royal Festival Hall on Friday 11 Jan in Raymond Gubbay concert
1382,2,Annie hasn't finished the high water marks but Ash Wed is under @1901 Bayford Oyster Co #sandy pic.twitter.com/UiR5NeU6
1383,2,"WPPI and Vegas bound, but have to be up tomorrow at 5:30AM, S.O.L....Maybe catch some ZZ's on the plane."
1384,1,Monday morning CalTrain ride from home to work is always to short. I know that I may be in the minority with that opinion. #fb
1385,2,After 2 days #fuckuover is the 20th most played song on my ipod. Only another 400 or so plays til it beats What Makes You Beautiful
1386,2,"King Cake and boudin for breakfast. Yep! I'm in southern Louisiana, where the weather is warm (not hot) and sunny. Wine tasting tomorrow!"
1387,3,@AKRAM01ARABI Friday's the main day!!!! Knicks vs Heat
1388,3,So here we go into the early hours with hopefully some great racing from San Fran #americascup world series. Watch it Fri 0930 on SS4...
1389,2,Anybody not taking the PSAT want to go to Original House of Pancakes tomorrow morning?
1390,2,"Late Night with Jimmy Fallon clips - Maya Rudolph, @DaveAnnable10, @theavettbros http://www.lenalamoray.com/2012/09/20/maya-brings-jimmy-a-gift-recalls-a-run-in-with-gwen-stefani-and-talks-about-the-new-season-of-up-all-night/ … @NBCUpAllNight @666ParkAve_ABC"
1391,3,"listening to muse like crazy till i see them, then straight onto evanescence and the who for november 4th, sounds good"
1392,2,Next Friday SolTek residents Daffadam and Medlam take to the stage at Plan B - London for C Panel's 1st Birthday.... http://fb.me/1k6sDv7RL 
1393,2,"Europe AA prices may firm on Asian supply, but not in Q4 - buyers: LONDON (ICIS)--Buyers in the European a... http://bit.ly/XtEWj3  #ICIS"
1394,2,Little Mix are going to be on Kyle and Jackie O tomorrow morning :)
1395,3,"Anyways, Good morning. Did you know about Khader Adnan's lecture in Ramallah tomorrow evening 7:00 PM in Ramallah? DO NOT MISS IT."
1396,2,Senior ads and quotes for the Yearbook are due TOMORROW!
1397,2,"On November 3 and 4th the Black is Back Coalition for Social Justice, Peace and Reparations is sponsoring a... http://fb.me/2jxOlbt2v "
1398,2,Getting my vans either Thursday or Friday for the game
1399,2,Jennifer Aniston shows she's Prada her figure at fashion bash - The Sun: The SunJennifer Aniston shows she's Pra... http://bit.ly/S2sRP4 
1400,1,Rudd rains on Abbott's parade: KEVIN Rudd may be trying to spoil Julia Gillard's party but yesterday he gate-cra... http://bit.ly/QIV1MR 
1401,2,the games i ordered that came out Tuesday were going to shipped from NJ so safe to say i'll be waiting a bit more till they get shipped.
1402,3,Proud of my Mom for all her hard work with Best Business Strategies to get President's Circle in Sage 50 for the 2nd year in a row! Wooooo!
1403,2,"Brit Award winning pop-star Mika is set to return with his brand new album The Origin of Love, released on Island Records on September 16."
1404,2,GHOST RIDER is bck on action jst w8 19th octobr at 3pm ...so guyz start ur engine and join with me in rally...
1405,1,"I have an important race tomorrow, which determines if we make CIF, and I'm sitting here eating donuts.."
1406,1,Watched the 1st Season of Scandal and all I can say Is Olivia Pope is a Bad Girl!!!!!! Got Season 2 on DVR........
1407,2,"Jayalalithaa sets rules for party posters: Cracking the whip, chief minister J Jayalalithaa on Saturday is... http://bit.ly/RmyFFz  #news"
1408,2,Elimination Chamber is going to be in St. Louis May 19th.. I have to go.
1409,2,Pics: The KBC episode on Sony on November 4. a treat for all the Big B and SRK fans. http://bit.ly/RveK50  @yashchoprafilm #fb
1410,2,CJ AND KRECKMAN WEDNESDAY: The guys are at Stoney's getting ready for the Nuggets season opener. Altitude's Chris... http://fb.me/1s6xQkUvc 
1411,2,If you are attending the Sustainable Brands London Conference in November please let us know! http://ow.ly/cOte0  #SBLondon #LinkedIn
1412,2,Just witnessed the 1st ever black king of Endymion
1413,3,"Kerri will be helping out the families in Long Beach tomorrow. If anyone has water, clothes, non perishables,... http://fb.me/K5vbymHA "
1414,1,"Why these mfs jus blastin ""Rella"" like itz the hood on Saturday N shit lolz smh"
1415,3,Lovely day in Edmonton. Game cancelled today. Looking forward to tomorrow. pic.twitter.com/ifhq65JU
1416,2,"After today's bet came in I'm feeling confident with tomorrow's bet: Ath Madrid, Juve, Napoli, Bayern Munich, Porto #comeon"
1417,2,Championship Thurs @ Blue Raider Hoop camp today!!! Closing ceremonies @ 3:45 in Murphy Center!!! Autographs with all players!
1418,3,Lots of fun this weekend. We're at the Mardis Gras casino Friday night from 8 to midnight. Then on Sunday... http://fb.me/1RwO7Au8v 
1419,3,C'mon Rita i know you can do better!
1420,2,"@DMoney_OS yo dude we should chill tomorrow, i hit up cole and luke and so far they are willin to chill so it would be us 4"
1421,3,I'm just looking forward to the Knicks verse Nets game on Thursday! Carmelo Anthony verse Deron Williams my two favorite players!
1422,2,Springsteen is here Sat but if that's not your thing Rick Ross will be in Lexington the same night at @Rupp_Arena http://ow.ly/er9hu 
1423,2,IOC mulls Armstrong bronze - SBS: The International Olympic Committee (IOC) on Thursday said it had ... http://bit.ly/Yb43bZ  #london2012
1424,3,"Join us this Sunday on the Terrace.... we're taking it deep all the way :-) Filthy Rich, Deeafro, Rob Maynard, Dj... http://fb.me/Kbd4IgUj "
1425,2,It's weird to think about how much money was spent on the Washington Monument just to make the world's biggest sun dial.
1426,3,Iam not sure if #Reggie realizes this but statistically Gary Carter is the 4th greatest catcher in the 100+ years of baseball #8 #kid #lgm
1427,1,They stop filming 'The Butler' tomorrow. AND I STILL HAVEN'T FOUND ALAN RICKMAN!!!! -explanation- he's been filming that movie here in La
1428,2,"October 27, completes the its 61 years Kenneth ""KK"" Downing Jr., Guitarist in the British heavy metal band JUDAS PRIEST http://www.welcometometal.com/index.php?option=com_content&view=article&id=1451:kenneth-qkkq-downing-jr&catid=1:albums&Itemid=3&lang=en …"
1429,2,Eastbound for the #arsenal game tomorrow
1430,1,"just watched ""Project X"" for the 1st time, im unamazed.. y'all hyped it WAY PAST what it was.."
1431,2,Capricorn rules the 10th Zodiac house in sidereal Astrology. Practical. Leaders. Make things happen.. Managers. pic.twitter.com/cRqldBRq
1432,2,"Exhausted but buzzing after day 1 of #yalta2012. Need sleep, vitali klitschko speaks tomorrow, might challenge him to an arm wrestle..."
1433,3,Talkin with Procter&Gamble sound like its the move to make..but well see come Thursday for this career fair
1434,1,1st of all in my world theres only Good n evil! Real ppl n fake mf's!This is why I really feel JLin won't make it!Not durable like Yao Ming!
1435,1,besides the Game 1 2nd Quarter Knicks vs Heat game... this might be the poorest officiated game throughout the entire playoffs bro. smh
1436,2,Westbound into the U.S.- ongoing bridge inspection- construction - may be delays - Eastbound into Canada- Trucks 20 minute delay-cars clear
1437,2,"Here is a message from senator with info that may help, Dear Friend: I am writing because you have corresponded... http://fb.me/1HTwk4v96 "
1438,3,"Exhausted after a long day at WPPI, but ready to do it again tomorrow!"
1439,1,"interview at KFC tomorrow, how the fuck I'm going to understand a single work said idek, i hardly understood the interview set up"
1440,2,VERY SOON Police marching Towards the Crowd #Ramdev supporters start march towards Ramlila maidan #likeaboss
1441,3,"Just finished watching ""The Bounty Hunter"", Gerald Butler & Jennifer Aniston. Checking it out for the 2nd time around. Funny!"
1442,3,"Interresting to read, except if you work for RIM or Microsoft (but it may change soon) : The Mobile Industry in Numbers http://www.visionmobile.com/blog/2012/10/infographic-the-mobile-industry-in-numbers/ …"
1443,1,Navi rabbit in for spay on Tues and she's just had a phantom pregnancy. What timing. This means day of BunWatch and Raspberry Pi. No City :(
1444,2,Thursday night adventures... (@ Brooklyn Bowl for Maya Rudolph Performing the Music of Prince and ?uestlove to Follow) http://4sq.com/PN5Nl3 
1445,1,It needs to storm February 9th so Endymion can get canceled and all the parades would then start at 7am Sunday. #MardiGras #NOLA
1446,3,"JLin had a nice little bounce back game tonight, hopefully he gets back into his Linsanity groove by Tuesday"
1447,3,"@NJHoranHugs Haha, I hardly knew about them and one day I was at her house and she sat me down and made me watch the Brit Awards with her :)"
1448,2,Who's running the StrattonFaxon 20K in New Haven CT on Monday?
1449,2,"I'm going to Richie Hawtin at Buffalo in New York, NY - Oct 29 http://bnds.in/SXJVnc "
1450,3,On the plus side @mytigermytiming have a gig on Saturday night at the Lexington - come along :)
1451,2,@SeoulSausage When do you plan on coming down to the LONG BEACH or the O.C. area? Los Alamitos has a food truck fair on thursday nights.
1452,2,"It's known, if you were born in November, your parents were getting it in on valentine day!"
1453,2,Tuesday is my Sixteen hour day and I'm still up...
1454,1,You may think I have mono-cellular Zulu imbongis at the rate some of these folks are thrown profanity at me.
1455,3,"Let the good times roll! Tomorrow is Mardis Gras at St. Philip's, with the Bob DeAngelis Dixieland Band and gumbo lunch. Join us at 10:30!"
1456,2,"2nd movie for the night - Ghost Rider :"") #nowwatching ~"
1457,3,"Evans: Mick Jagger, 15 Oct 12. Sir Mick Jagger calls Chris Evans with an interesting message about Rolling Stones... http://bbc.in/ch1fpr "
1458,3,Catholics tomorrow is the Holy Day of All Saints many many gave their lives for Jesus and the church. All the Saints defended the church!!
1459,3,Final day at Bali. Enjoying the last times in sun and temperatures higher then 30 degrees.. Almost time to going home!
